words,emotion
ءخذ يا مخ نخب وصل اوليمبياد انا عرفش هزء ضحك,surprise
اسبق سءل فيد فوز عمق يسر حدث حلا شلل حقو,anger
خيف نرن سره توا قتل,fear
برا ثير سيد مان سيد سود برا نهء لكر قدم اوليمبياد برا ثير فنا مش حجه تني ثقه حب,joy
يعن حفر قنه سوس عمل ليه جزه رسم ضفدع امل فتح اوليمبياد ريد جانيرو ايه ده جدع حب حب تحا رازيل تحا رازيل,joy
ذعر ضحي سبب عدم نشر سمء قتل حزب الل لحم حلب كبر حتي الن,fear
الل ظبط ضحك,joy
هدي ددم شقراء علي نجد نقل عمق عرك وسط نجد لنه اصل طعن بلس,anger
وسف خال وجد راه حيت «نا رجل تهج باي شيء انا عدل عقل صدق اهم كثر لحب لان ا…,joy
وقف سلم جرم تمت حلب حفد حمد خرج ركم لحم حلب كبر,anger
انت طيب بخر يا,joy
غرب غيب شبك مجد يجر حلب غطه خبر عجل حتي نشر خبر اين قنت خبر دور,surprise
انا حظظ درج دي ضفدع ضحك,surprise
برك بطل مصر اوليمبياد محمدايهاب سارهسمير ميداليهالبرونزيه رفع ثقل,joy
ردد شعر قضه غزه حلب كسب عقل حقق ردغ حزب نصر طبع راءيل روس اير قت…,anger
سلم لحي كمن شكل هيبق اتش اوليمبياد ضحك,joy
فرح رفا ادل رفع علم سبن فتح اوليمبياد ريو برء,joy
انت قصد تخد ناس الل احن نحب مش هتعمل كده,sadness
حقق عون قلق صحه عقل جعفر عون ظهر نفخ كبر رسه مطل اخذ شفي بحر,fear
لحد شيع ترك لحد ورب تزم ترك رفض تقه,anger
ترا حسب سور وطن الل جلس رتوتل كذب مسح ارض بس حبت خبر لان شمت,anger
كده يا ينس خلص انا هنتحر عشن بقش حد يقف جمب يوس احز حزن,sadness
هتي خرج يهم انا,joy
فيش حجه قهر وجع قلب اد صور ونا عرس كنت فرح قوي بسط عرفش ايه حزن حزن حزن حزن حزن حزن خيب,sadness
انا وحد غرف يمه ولل خيف حزن حزن حزن حزن,fear
انا ضاق قوي بصت فدء,sadness
انا خيف اقم صبح اقي بيت الل حيل تعم,fear
ونت حد جهل كلم,surprise
سره حمد رونز اوليمبياد رفع ثقل سيد لول مره ارخ,joy
فتن عقلـ هلل فـ سلم عقل جن بـ هوك يـا هلل يتر هلل,joy
دخل رغب كلم احد ان عرف عرف احك اسر منا ذهب طرق,sadness
كلم حق غطه ان سبر نفس اوليمبياد كثر متز قمه احترافيه الف شكر,joy
شغل فيش شغل سفر فيش سفر حتي نوم فيش نوم,sadness
راي عبد نعم حمد اري كام وحد زي حمد حبب لسه اخو كشف,surprise
عشر جون زمل اول جول حمد الل لان حسب انا يغر اتج احا عمل ايه تني يا ولد مره عوز حكم صين حكم,anger
تهل خير امر غلي دعم حمد نيف ملي تبع,joy
مشيشتش بقل سبع انه جاز ضحك,joy
نهي نقه يكون فكر كثر هذب شكل شعر ازك طيب عطر خلق كثر جاذبيــه خلق,joy
اهم حجه بورتلاندي اصل ءغذ عمد دول لزم يبق تين ضحك,joy
دا دين عرف لحر ذله مر,sadness
هيا ليا احل عمل حفل غمز كهم ولد صغر حفل اد طلب ستر كدم,joy
انا كنت هزت طول رحت وقف حرس نخب الد اوليمبياد كنتش هبق اسا كرم هنداو ياء ياء,anger
مات سحق لجل ان يعش سحق حيه الل رحم شهداء,sadness
انا عيز انك اي وحد جمل,joy
سلت موت انت فين قلي خافش اבـ هنروح فين حزن • حب,sadness
اتب تحز وبد كتب سعه ابد اتب فقر ام قهر ام جوع شرد قتل علم بان زاد شرا ربك خير,sadness
شمع وحد علق شيء مسك حزن طلخ تهم غيب جرح كاذيب بوح قبس,sadness
سنه وشي حتر خيف اغر وتج الع,fear
بعث صره اوليمبياد هده مصر لاي حد عيز كسب ضحك ضحك,joy
اوليمبياد سرد انو نسب رفع ثقل هيد ريض او عقب,surprise
مش عرف اجيبهالكو بحب ثنء غلي سول كتر عشر سول,surprise
خيف ضايق توتر حزن,fear
بحث طرق خصر هاء زيد لحب هءل لان مش عقل,surprise
فرس شكل دين فكر دين شوه نتج حرك سلم كتب,anger
مش عيز انا معا حب,joy
انت فكر يا ونس يلف زي قصه بتع يلف تعد ضحك,joy
هوك كلم قلت وجع قلب ونت تدر شوف تفز قلب,sadness
ازي هيمشو عالحيط خير,surprise
صحب طرق ضحك …,joy
جرء عبد ذكر خلد عبد روت عمل سوه فسد بدل حكم,anger
فخر باي بطل وصل اوليمبياد ولل حقق كفح وحد بيروقراطيه غيب دعم سلط ضوء برك للي وصل مصر مجد مش مصر الل وصل,joy
كسم غبء يعن بدل شتم هاشتاج بتع كتب برض هاشتاج الل بسم عمل يزد توت الل يه…,surprise
سيد اوليمبياد حجه شرف ويج وحد الش اي تلت لزم جرد وسخ يشب رقص,anger
لعب خيف تشط جون,fear
قرص ام وجع كان قرص خيف تكون تذي شي حزن,fear
ولد ضبب يعق رءه صير ان يزل شرق شمس روح جدد امل,sadness
فقر كده خيف اقل عليها توجس خيف ضحك قلص عدد وظف حكم دي مش عرف هيقدر لاء وزا كمن,fear
تنم سعه حلم ميت صحو غيب رجعو,sadness
رنا سمح فخم اسم تكف رنا سمح عمرو ليث,joy
رسل خنازير خلج ولل نكم نلو ماتريد ننل مانريد علمو علم علم انن سلم تصر نمو علم,anger
حمد وحد الل معندوش متح نيم بدر,joy
شوف حلم ينو دون تون,joy
مـر طاريـ عثــر دمــوع دري صرخ ادگ صدر احر رزق رحل عشگ ابي رجع وتـ ــو ارد م…,sadness
نصف عرب حرر نهض شيد سحا نصب الف مجد سفر فخر كتب عنو حلب فك حصر حلب لحم حلب كبر,joy
شاء الل انت ولي امر طبق دين زبط سحي لحت يا رويبض مش شيف امر حالف ملل كفر حرب سلم,anger
بعد شعر انك عبء يكون طرف اخر صالح غيب وقف ان وقف دمء قلب,sadness
مش عقل د بسم تبع,surprise
عيش بدا لهم,sadness
لـ غيب ورب ليل انا عاد طقه حيل حزن,sadness
عبد الل سعد ربن يحم حمد عدل عاش مرو حسن حجه نضف حتج كتر فتح رجل ولد سلم جهد جبر سعد جهد ع…,joy
عرف لحد امت هيفضل حال دا فرج اوليمبياد تحس مصر يته خمس سنه,sadness
احس لعب اوليمبياد كره طءر شطء حرم نفس,joy
ظهر شرع حيء حصر حلب بهج بفك حصر,joy
رغم ادل صور وثق يدو الا نهم برء عده وطن كذب بنء وطن,surprise
حين يقل احب نزح ظلم يعم سلم ويغ زهر,joy
مطر قل غيب قلب اهي بخر كرم وش عذر بوح حزن حب خين تعب,sadness
شرك خيف بيع جزء جدد درج نهم دخلو ريماستر معا,fear
ضد ريم يفر هكر حال,anger
الن راءيل غصب ارض عرض اما اير تدع صدق عرب بدر ضرا عرب دعم حمس ثلا,anger
ولع رمز انت رمض الل جنن عيل,anger
حين ندي افه صله حدد ليق,surprise
احس خيف علء سبع جزه يرح هبء نثر لنه اخر ملي,fear
كشف انك جرد سله بيد كنو اهم شيء بحا,sadness
بنت وام للذ كرسمس,joy
عقب تحد رتغال ندي رتو لفت,surprise
قعد كبر شكل شكل رعب سرع,fear
نبح رزق اير حال فزز رجل امن بحر اكش امم كامير لقن عفن جرد صفراء,anger
ستي عود مش معقوول ولل وفق,surprise
مصر الل اوليمبياد عمل خرج وحد ورا تني طبع شء طبع نظم ريض مصر,sadness
حلب تبع حرر كنس خنازير حسن نصر شيط بشر جحش مطا اير عمل ترم سله زبل,anger
كنت لكه يا شيروو عيز ينا يتر حب حب حب حب ضحك ضحك ضحك ضحك ضحك,joy
دعش رفض تتب رهب اير علش فضح تبن رهب سور تقل جند,anger
وحد شاف هءل فخد اوليمبياد,joy
مش عقل اني اعش فتر شبب ناس قرف زي كذا,surprise
امر نصر نصر فهد ال سعد انت شكي خلل سير رفس نعم وحط رسم يظل دهر عشن جمع قيم سير وكل عيل,anger
عجل ردد قنو جزر بشر مصر ركه دا ردد شبب عدل رمز دار نيل سات برك حرر شير,joy
طبق رمن عمل صوت طقطق كده انا خيف اكل ولل,fear
الش فرج بجد عمل خرج وحد ورا تني اوليمبياد ولس عيش وهم ده ريض مش اهل زمل يلا قمه قمه,sadness
دجج شبس خمس قدم وفق حكم,joy
كل سنه ونت طيب يا نجت عرف انو دخل فجي هيص يعم عقبال خرج كده فرح بيك,joy
كثر اعند فوب هالاشياء احس اني امت الل يكف لشر زعج,fear
دي قبر عرب دبي حد عمل نعم كدا قلق,surprise
فكر ان اوليمبياد عشن ناس تخلف بلد ببق حزن يا ولل,sadness
يا اله يدك انا رعب دخل دخل,fear
بوت نقم طفل حلب غرب اين نتم طءر اسراءيليه قصف مدن,anger
خيف انا خيف وسق,fear
اكر ينا دي حرت شخص حجرش راي يكف ان كنز تحب,anger
قدم سيس مصر فقر بطل قصد دهور عمل نهر ذنب شعب مصر يمت جوع,anger
حفل فتح اوليمبياد ايه جمل روع دي قسم بلل حب حب,joy
صرلل سنك حلب اجل لسط ولب وسر هع هع هع اه ولل علم يدر حول غزي واح قعد,anger
عذر يا مات شرد ظلم بكي جرح تلم انت رنس او مان او هولاند او غير دول ورب دفع طفل,sadness
الي خيف بجد خسر اغل ناس سبب دمغ سبب سوس الي داي دمغ,fear
رقص اتش طبل بلد تثر هيعيط حمد عبد عزز,surprise
خيف حزن حزن حزن,fear
رقه فزت امن نوم رعب تدر عين ذهل فكر ظلت تلف يسر حزن جبر كظم بسم كربلاءي…,fear
يا دفع بلا بطن يبن دخل انا خيف الل ستر سعد زد رصد عود سعد حمد قره,fear
صباحوو,joy
يرب ادم رحه قلب نجم,joy
حنا ريناد طير يرب شفء ريض بكي الم صعب دءه يند طلب شفء,sadness
يعن انا دخل ميدتيرم شابتر مش عرف ذكر هعض ينل ازي,surprise
يا شبب كدا فرق يوم نقص,surprise
شي وجع انك شاق لحد بعد لحد مو الك لحد انك بلو فكر حزن,sadness
خلص حلق قهو وبق جات سعه يا نهر,surprise
ذهب ال لبس الل كانت شوه امر وصل ذهب ايا الف ارخ اوليمبياد,surprise
خاميس كولومب خلف جدا اهو ريل شيء,surprise
الل ناس ماسحبو حسو بطء حدث ون بيس الا ظهر ارك بلك وبر روتو سنو اصر صدفه…,surprise
حقق كنت عوز كتب يا بخت برد قلب حست هتقلب اغن حزي طرق شيخ,joy
سون شتر نيك صور اشع صور,surprise
الل يشف اوليمبياد ورع جاز ريض جنب يتم يشف لعب عرب علش خرب تعه وفق,sadness
مهد سيس عسكر لثر غضب تكون عقل سلم ثور نير جءع غضب عقل ستكون ثور دمي عنف تكل ال…,anger
يا وجع دخل يمن يا قلب قتل فرق تحب لهم رحم شهداء يمن حقن جنت عدن عد…,sadness
الل يوم جمع نوراوظهره سرر عصر بشر غرب غفر خير جمع برك,joy
لوز امر غرق فيض فين حلو بتو اسكندريه غرق جات قرف,anger
رنس ذعر ينء مارسيل فجر ذخر حرب علم ثني,fear
انا فاءل تحمل انا خيف الل مش قاد حمل,fear
عيل برز بطل حيت انه توت كام ريتو كلم زول عمل ايه يقل ازي رحم هزت اوي ولل,anger
هه قسم بلل,joy
اسا اوليمبياد نقل فزو فيش حجه كمل اوف بجد,sadness
معنديش شكل امل عرض الل نحط اعب شرك اوليمبياد هحم حاد منجحوش بجح مش فهم صرح,sadness
هه اهم شء لوح,joy
فوب خوف جهل,fear
يرو رعب علم حب ثقه حزن,fear
انا خيف تخد دول غطس طلعش تني,fear
كثر شعر تعب هـي انك حزن شيء ركن صدر حاج الي عنق لتب حب,sadness
خيف شي ثني ملل,fear
عهد منع خلط خير لخر سلف اطل الل عمر الل رجع هيء صلح خير قرب,joy
ولل ماعارف ايه خلف ده شوه زلو هاشتاج تزج فته اول اصح نوم فتح,surprise
وش فيـ فين خوف يخذ ونا احب,fear
مشدلتل,joy
رتب ربط لحد اطل الل عمر قءد اعل لكف قوت عسكر جزء الل سمح فتي خير وسد لل…,joy
وحد قرب حفظ نشد وطن امر كتر سمع اوليمبياد,surprise
اسل الل عظم ان دمر بشر قرد ورس ومر وير وان زلزل ارض حرق قلب ويش شمل,anger
ولل اوليمبياد دي حاج عظم جدا الل دنا,joy
الي حرق يعر ستت قبط علش كنس دول صلح جبر قبط صلح بحر قال رءي حبس افش مراجعهته,anger
مصر رقم علم اوليمبياد هزم روس دقق كره طءر مش هزر رقم يمب فعل,surprise
جدع اوليمبياد دي انا رازيل انا كنت هاحضر لعب مش مكن تعه مصر رونز ارد ذهب,joy
يمن ولدالشيخ انت نخس هاشهر عمل يمن عدو حصر دمء مره كان اول ان يمس ملف يمن انس ضمر خلق,anger
مش عرف عمل ريبور بلك,anger
يا تري اوليمبياد اثي حيج اليوم تني الي سمع نشد وطن صري اوليمبياد,surprise
ما كان قلب في ـدح شفي او كـف فصح غـء,joy
يا حبب بعد نار قلب داب نظر حب,joy
كله كلب,anger
اشف ميت ام اوليمبياد نين يا جمع,anger
زرع لحب وسق بمء روح نبت شوك ادم فءد وجع,sadness
طرق حفرالباطن دمم امر ءسف جدا ان لات علج طرق اخذ كثر روح اين وزر نقل عنه علم انه طرق دول,anger
عجب يدو عدن راهيم حقر دمع لان,anger
لله الل وقع قلب عالصبح دي بص خلص ينل هيبق فري تيل متح رشا عمراو,anger
اوليمبياد ده كتر حجه تكد ان احن علم تلت فعل ولا تلت كمن لو تلت كنا خدن رونز احن علم عشر,sadness
سلم ضحك,joy
وش جوك ناس خيف رتب علش خبر ونت تبي حدد تقل شات تعب قلب ضحك,fear
يا بخت يا حمد عاك بنت اهت يچر,joy
يعن يخذ قوه,surprise
انت ردو كلب,anger
يدو جود عبد خلق علق قضه فسد قمح دول عمق شغل عدم ذكر سمء الـ مته شيء ريب …,anger
عصب تكد الل جلس يقل وش صيب عقل اول مره سمع رجل كلم وش سلف نشم …,surprise
عاب قوي بقي اوليمبياد حقق صفق صفق صفق صفق,joy
لاتستغرب كذب صلع صفق زبن حسن بنا سيد قطب,anger
عرك صرت حلب اليوم برح اشف قطع حقت فلل,sadness
يرد شخص الا ان تكون جرد الم اضي خيب,sadness
ايه يبن مره تنك بسط انت دلق ومك لبه شرموط تتش ده انت كس يلا عمنيقق,anger
الي يوم كاتمندو هيك حسه انه الي سنه عيش هون,surprise
جنن عظم قذف نقل حكم جير سيس وجه عمل وحد,anger
صدف حزن ابك لحد الم حزن حزن,sadness
حفتر حجز صقر جرش غرا يحل بدي عما اسد يوم شفن خلق ارك عفر هيلد,anger
يبق شكل كانت ببق عرف اني هبق كوس فضل بيت وسط اهل اقي شكل بيت كتر ببق خيف,fear
كلش تخل اجف لبن مو حله انا عنصر,surprise
هزر طبع يا مها يعن ضحك,surprise
مش عرف سخر لعب مصر اوليمبياد ناس دي تعب سنن عشن شرك تجب يدل تجبش دي مش بتع يعن,sadness
طلب رحل رضي نصر يخي انت جبل مبتحسش معندكش دم دا تلت هاش يخي عمل ايه تني نقل مش عوز ازي,anger
اذ خنت راه بحث همم اذ خان رجل بحث عهر,sadness
تحس حرق قلب ونا خيف هلد تضر حزن حزن,fear
صبح لفل,joy
كوت علم اوليمبياد ريو,surprise
الل رحم ديك تصر ضحك انا خيف ان واس سرق صور بسم,fear
بنت عمل شغل حلو اوليمبياد حقق,joy
كتر حجه فرح اوليمبياد فرح لعب مصر بفز حفظ ارخ صور فرح حقق جهد طول طعم فرد ضحك,joy
يدو حدث رعب سحق سير صغر شحن قتل فرد عءل,fear
حق ولل بتش ربر و مصر اصل ربر جبتل مثل دلل,anger
ابد يكون هوم بسم وسف شتم خلد صلح خلد صلح يرد بجد ايه هبل ده,surprise
قرر عمرو ادب وصل قرر رعب رعب ربن حفظ بلد,fear
جير الي فيش دم نزل رزع خبط صبح صباحكو زفت تقل لمن زفت,anger
ندي عوض دعء غبش رفو بجد لول بنت صره ترح اوليمبياد كره طءر شطء وسن سنه تمم,joy
وره اوليمبياد يا بلد حب حب نصر كلم علم جمع,joy
رمض لهم اعد امه سلم رفل ثوب صحه عفي نصر عدء يا سمع دعء,joy
دينيس برا وده فرس ام لعب رسم الل حفظ بسس,joy
ربع جامد الش حل,joy
جدر ذكر اوليمبياد ريو دي جانيرو ان كفر حصد ذهب سبح رمي ركب خيل واح,sadness
انا لله انا اليه رجع طب مكن لين كتب حقق,sadness
اصب اصب يسو ولل سمع دعء,sadness
قلل حكم فرض سنه يهن قضي,anger
حزن تهج روح موت رهق حد بكا دمع بوح شعر,sadness
لعب بعد يا خفف انت حوحو ده وفك لطف دي ولل حبي لكح ساك شكل كده عفي ومش عيز فشخ حد,anger
بدي سنه جدد دي حجه حله بشر كمه مصر الل شرف اوليمبياد دول شكر فرح حب,joy
ولل هعط يعن خيف حمس رجع كبس وكس حزن حزن حب حرق حب ı ş ö,fear
يا عم حفل وحد ازي,surprise
اسم بهج وكل عبر سعادتهابمشاركه اول امر حجب اوليمبياد نخب وكد,joy
خيف يكل جوع مرد في حسس عم عذب دمع فرج ع ضحك ناس,fear
خيف خسر خسر,fear
شيخ سلم شهب طلع ماي امه اوليمبياد يا سمح,sadness
خيف اقل الل قلب تقل عند ويي دري حبي فضح هوي انا زار طيف نمي احب,fear
رعب درك ان خيف حيه حصل هدء شكل طبع,fear
يعن نوم لحل ردو كده هسقط,sadness
لزم خترعو جدد اسم فوب خرج,fear
دقق اتش يجر ياب اوليمبياد ضحك ضحك هيخلص بين,surprise
حبب شوف خوف حذر,fear
قبل خسر حلب سمح الل تعن غنس جدد بنك سور غرد سبق سحب روس غنس افغ ي…,anger
محا بكر ضحك كده,fear
علم رعب خلق حله فزع ردي حكم فهم حكم حاد ضغط حكم صرف ارد خصر بدد علم,fear
شوف عرض كتر قلل اوليمبياد دي جدد صرح,surprise
شوف كده تلت ربع لعب الل طلع اوليمبياد فشل بمع كلم في بطل كتر احس برد ده هزء,anger
ناس دي مش عرف طبخ ازي,surprise
وضع زري زي ترم خرب وقع زحم ضحك متي نعو جمع قصم,anger
يمز ودجوكوفيتش مش يفز اوليمبياد مين الل يفز طيب ضحك,surprise
ترك عود يسء سعد اسف كتب وجد علق سبب وكن طلع درس بحث علم اكد اذكر عدو راي طفل تحمس رزق,anger
بدل عمل الل قنع ده الل قدر وحت لقتش قدر جزء ربن كبر عظم اوليمبياد وحج انه,joy
احا شرف حزم جله شد حاسبل فول,anger
يا بت كده طيب قول كلم ده حب انت حقق يعن شكل دا,surprise
شغل وحد بسل مين ده يقل فرق ده غني بتع حشش,surprise
فجا توقع طقس ايم قبل,surprise
ستي تنس اوليمبياد دي ضعف طرق فزه,anger
خرع جدد الي عملو اوليمبياد فرق لجء حجه حله وانسانيه حتي مش هياخدو يدل وجد حد بهج 󾮞,joy
عقد كلم ادل ولايحتاج اول الي يقل قذف حصن عفءف مو جهر عصه ضد ريم يفر,anger
ده عصم حجي غسل ايد ربع فضل صطف حجز يجي عمل قدس,anger
بوس عجب بجد سور الل شرفو مصر سنن بقا صحب مشاريع جره تجز عند احن لسه بنش بلد سلم ايد فعل,sadness
حمد طلع عرص صري الل رفع علم سعد اوليمبياد,anger
ان حد ميت وحش فضل فكر وقف ليه عاك تضح لحد دمع,sadness
ناس الل ضايق لعب حمد طلع الل رفع علم سعد فتح اوليمبياد رجل غلطش حجه مثل بعث تير صنافير,surprise
حقق انت ريض نفق شتم رمز شيع جعل شيع شمو عءش صحح قال انت حرم حيو انت غبي,anger
هه قطع سنب شات هلي حفرالباطن يشت قطع رجل كهرب قطع حيء الل طرق كوت قسم بلل,sadness
وحش حسس وحش حبك مجن وحش صدر دفي يا ارع حب كون,joy
خيف اكن ناس الل اله عزز غلي حزن,fear
خيف بكر ولل حيجر ترح ورد,fear
عيز شرك اوليمبياد بقي حزن,sadness
بحث ونس حصص حزب دمر عرق صدم نخش ان دمر ونس,sadness
برك يا فهد شعب شكر رفع اسم كوت عال وتم وفق سدد حيت فهد ديح,joy
يا غبء خلق ربي اير اخذ ثلث جزر حقكم انت كفو ابك رجل حقك,anger
وزر علم هنء «شد خليج» نجح عمل جرح,joy
ولل لشء رعب ضحك,fear
ملك غرب هجم مره اخر جزءر يصف خصم,anger
الل فهم انت تكر بنت وعد دمر,anger
هه سخر هه موت ضحك,joy
ليه قلب علش خطف عرض سيس خرب عجل وقف خفء قسر,anger
لعب اجل نصر اعط اجل نصر ضحي اجل نصر وال حفز جمهور اجل نصر ذهب يصد يا اجد سطر يد…,joy
حصل حدث تني اوليمبياد,surprise
اوليمبياد شوه مصر فرح قلب حزن,joy
كهرب خرج ده انت درب وسخ يلا كمل اوليمبياد بقي,surprise
عيل ام كبر تمل سخه,anger
كسم يمر الل لخص اوليمبياد ال ثني بتع,anger
ايه كرس بيء بشع الل قعد ده بشع بجد,surprise
حبكم لدم يجر ارد عمر دون,joy
يعن اول اصح نوم اشف حمد حمر دخل علم اوليمبياد حب ده خير زيد يعن حب,joy
انه كلب مسعورماجور سلم اجرنباحه عبد راءيل من ال سلل تمم وزه عهر ف…,anger
اخر نت اخر شفت امي,joy
عيل عرص اشي بعث مصر اوليمبياد رفع علم سعد علم مصر,anger
كاريكاتير عيب يدل خلل وخا كان سبب شرك اوليمبياد اقل يكف شرف حال,anger
اخو عضء جلس امه اين نتم سله يكون دور فعل نفخ يا شرم عضء امه زيد اس…,anger
لزم حبس حد برض كلم فسد مصر حبسش هشم جنن,anger
يخذ حنن اليه عبث حول همر دمع ااه قلب ذكر طور نسي عقد زدج,sadness
مكن عرف هالطيز حله,joy
هاشتاق امر فجا دوه يسي قرر غدر رشلو,surprise
غبه,anger
لجو رعب اليوم شككل حزن,fear
عاك حق كنت تزج اوب حلم صحا اخي يسل شبك,surprise
حور موت فجه ده رعب جدا,fear
عرف انك خيف تغر ونا كمن خيف,fear
فجا عير ثقل يوم شءم هدد رمب ابع خسر رءس امر,surprise
عرس هلو,fear
كده تو اتش يا شرف تو اتش,anger
دجوكوفيتش برا اوليمبياد سمو كبر حفل علم صدف,surprise
دري خيف صمت ضحك,fear
ضيء يبن جان,anger
قرد نبت ودي مدي فتح عيل فءل بكر ازي,surprise
روش الل رفع علم سعد بعث بتع اوليمبياد دا عمل ومر يبق احا عمل يبق احت,sadness
انث تسك قلب طفل صغر داء خءف حوء هو شعر بـ امن طمن,fear
الل كبر اول مره اوليمبياد دي احن الل غفل ماس مش الل غفلو,surprise
سور لزم وصل للل عمل اوليمبياد نهم فقد عمل نفس ثره حزن حزن حزن,sadness
ريت موت يطي ناس كرر كتب اسم موت ذكر,sadness
حلم حلم يخف كثر مايخوف خيف اقم سرر ورح حمم خير حزن حزن حزن حزن,fear
انت كبر طءف حقد سمم وتم الل ان فضح امم شيع تقل انك عايش,anger
سعد ام رهب تم عره هلك زهايمر خري,anger
تضف دري اي لعب اوليمبياد يقل اسف امل اسف احا طب احن كمن امل اسف,anger
قرر حسم شخص عمد كنتش عيز عزم يا ظلم,surprise
انا ارش حجه شفت شغل دمغ سوق دوت كوم حورش يا يسر خطط ايه,surprise
يرب انت وحد علم ضمر قلب وحد علم حجم خيب دخل يرب ارح قلب فرج همي يسر امر,sadness
تيج اوليمبياد تكد ان احن معندناش ريض نهء اخر ضحك ضحك,sadness
انا عيز اقل حجه خيف بلك انا فاءل ضحك تمم,fear
حكم سرق كرر مره الف يجب صفه قضء فسد تهم مشع جبر ثءق كليكس تهم عبد الخ اذ…,anger
وجع لجل وضح وسط حضن تقل بلغ حزن الل ياموجعنـي الل علك الم,sadness
متزعليش قسو دنا عند عجب انا كنت فكر اقي نصب هشم لجخ,sadness
عزل هشم جنن وكس ولل ماتنفع رءس مراجيح فضح الل فضح,anger
وده سءل الل عيش مصر يوم خزق اصل,anger
خيف صبر گلب يمل,fear
هبل يو ار جوكينق اتر وحد ليف مي الن ارد ان وضح اي ونت تو كسبل …,joy
تبع نطق بسم حرك حمس سمي ابو زهر ان يهو يبق رمز رهب جرم اسراءيلي فلح كاذيب تغر صور دمي,anger
وصل صوت قلب احس اني شقت ياء رمز رمز حزن الم وجع وجع الم وجع حزن حزن دمع دمع دمع …,sadness
انا لغي دلق مش عرف اوليمبياد خلص هعمل ايه,surprise
لحن فرح ربع ملي محب لـف مبــرووگ شـهد لگ خير ان شـء الل حسب رقي فخر,joy
ترا شعر رعب,fear
سنو فض ربع بشع جزر ارخ مصر حدث رحم سجد فرق رجل راه,sadness
داي عاه روح فده,joy
خوف الل يخل مش عرف فرح دا سخف حاج دنا,fear
كتر حجه قلق ان اوليمبياد شرك علم الا دعش قلق لحس شاركو ايم جيه صدم,fear
رفو هدي ولل متز كام كسب سيم ينل كمن تخد دهب او فضه جدع ولل اي صري اوليمبياد فعل حرب,joy
ايو بقي يا ينو وحش ينا فخر عرب,joy
انا عمر قول ان انا خيف قلب اتم حب,fear
الا صعد كاس علم جبش جول فضل جدي عبد غني يذل برض,surprise
تيو فلب كسوفو حقق يدل ذهب امس اوليمبياد واح صحب سنه حضر ندر مثل شرف كفي قله ادب وكس بقي,sadness
وحش صوت همس سرح همس صوت لمس,joy
ككلم ايل طمن ككلم برح,joy
كنا نتم يا كاب انت كمن تكون اوليمبياد وكن هتفرح اكد,sadness
داء شهد بري وسط جدل عدد فاج,surprise
حتي قرب شخص خذلو اقس خيب,sadness
اهل يفز جهد لعب حاج سعد حكم او لجن لجن تحد قدم الف برك لكي وجماهيره وفه,joy
طهر «داعش» صحراء صره لغم,anger
جد خيف غرد فشل ضحك ضحك ضحك,fear
دخل اشد قسه وال بكء عين كثر شخص تبك قلب صمت عين هدء خطا صقر خطا,sadness
مبيقهرنيش شرك اوليمبياد نظر لحظ انه لعب لعب نفز باي حجه تيج خطط يدل يوك هدف ريح اجل يوك,sadness
يرب خذ بيد حفظ شيط انس وجن اشف وشف ريض,fear
جيبو كلم,anger
ماخذبالقوه يستردالابالقوه صهي غتصبو لسط قوه دعم عمر وتواطيءوتخاذل عرب وخي فلسطينين…,anger
حره لابراهيم وسف زهر حره زمن حره صحف ضمن زمن,anger
شكل انا خيف ضلي خطف ضحك حزن,fear
خيف دمع فضح اطر اسم دمع,fear
يمه خيف صدم جدر قره او هاجمو حزن زد رصد,fear
ندي عوض دعء غبش رفو بجد لول بنت صره ترح اوليمبياد كره طءر شطء وسن سنه,joy
حمل كلم الخ لبب حمل قول ناس تقل ظلم كبر قبل نرب جمع رفع عنه ابو يحي صري لب…,anger
ذكر ربع ثلث لهم نقم سيس ظلم وخذ اخذ عزز قدر,anger
احتفاليه ذكر قنه سوس جدد جءت فسد بهج حفل فتح اوليمبياد,sadness
اوليمبياد دي هتبق فتح خير ان شاء الل ضحك ضحك ضحك,joy
شقت لك و لسع لقء فرح ندك الم سمع ندء علم يمل انر كون ضيء,joy
عيس نخف عرض هدد الل وكل خلص اجل وطن شعب عرض سوء عمل صوص…,anger
كتر حجه عجب فتح ريو دي جانير تحه ال دول شرك اوليمبياد لسط حب حب 󾌣󾌣 حب حب,joy
خير قرء «بواب شروق» ضحك,joy
حفل اوليمبياد حله فشخ مش نقص اغن يهب وفق اغن لحس جسم,joy
دعش كان عدء فجر طهر نكر دعش يمكن ان نكر حشد حرس ثور حزب الل ولخ,anger
خيف اقل خير ميطلعش خير ضحك,fear
يا ولد حطط سعد رسك تغريداتك ونت عصم يا اخي احن اعرف نلم غنم حقن رجع نلم غير,anger
جره كلم انا خيف كلم,fear
لجن اوليمبيه دول بعت دعو عضء رلم صري عشن يرح اوليمبياد عصب عصب انترستينج,sadness
همس اتن خبط حيط نبد نضف,anger
صفو جبناء ذنب حلل حرر شء طير حلل امر ظله لهم طير ابد مدن فلج انباروغير,anger
سرع بده حسن صرف لازم نجح كثر بهر سبل,joy
هحول عمل اي زفت حصل حيت اقل خسير نفس,sadness
قسم بلل نغر قعد يهن رسنال عثر اليوم سءل نظر للي بيقدمونه لعب,anger
رحب كيف حمد رقم هتف جول,joy
صدم سعد شخص لخر صدم حقق خيب امل شخص قرب نهي —,surprise
