words,emotion
و مين غيرك في قلبي اكتبله مرسالي,joy
الخليج ، بنت المصانع الحربيه واستعدت لمواجهه غطرسه الغرب وامريكا واسرائيل وليس بالضروره ان تقوم بحرب لاثبات قوتها,joy
روسيا قصفت المستشفيات كلها في حلب روسيا دوله معتديه قاتله للمرضي والاطفال  روسيا باذن الله ستفشل وتنهزم ككلب اجرب روسيا دوله فاشيه قذره,anger
فينو الاهبل ابن الاهبل,anger
واذا كانت نيتي زباله يديني ازاي بس ؟!!  ربنا يديك علي قد نيتك,surprise
يا خساره ...,sadness
^^   انتـي بقـي كــائن ايــه !!؟ 👯 = انــــا بقـي كــائـن  النـكـد ، بنت ميتين  الحــزن ،  الموكوسه بـ زياده 🙉🙈🙊,sadness
لما نلاقي واحد زي ابراهيم عيسي مخصص اكتر من حلقه لتسفيه وتتفيه ما حققناه في الاوليمبياد، عن الاحباط اتحدث,sadness
متتقربش من حد عشان محدش هيفيدك,sadness
العرب ينسخون تجارب اصحابهم الفاشلون ويقلدون السيسي في اخراس افواه معارضيهم حتي القضاء استخدموه كاداه استئصال وقمع واستبداد وبطش وتسلط غاشم!,anger
طب كده نراكم الاوليمبياد الجايه فرق المستوي كبير الشباب حاولوا بس دي امكانيات,sadness
يا عم حرام عليك دا انا كنت متعقد وانا بشوف بطوله اوروبا اقسم بالله مش مشكله فلات المشكله اعمق من لغد رامي لكح نفسه :D,sadness
!!شعرها غير طبيعي.. انتي زيها ولا ايه؟,surprise
شوقي السعيد دا بلطجي مش لاعيب كوره والله و هيودينا ف داهيه,anger
��👌عن الرعب اللي بتحسه وانت خايف انك متعلق بحاجه روحك فيها..,fear
سوء الاداره  و الفساد و المركزيه و  تفتيت وتشتيت قطاع الكهرباء  والمياه   هي الاسباب وراء كل مشاكل القطاع,anger
انا مازكرتش بجنيه النهارده  اعاااااااااااااااااااااااااا,sadness
بخاف من الموت! خايف لما اموت اسمع الايه دي   (( يقول يا ليتني قدمت لحياتي )).,fear
انا انسرقت ياقدعان😩😩💔😭😭😭😭 اول مره احس اني حماره  غبنه,sadness
:  اقترح اسم وكاله الفضاء المصريه كفايه اسم مصر يا زباله انت وهو وهي مصر العزه والكرامه والصمود والنصر والشهامه والحب,anger
يا جماعه ده احنا معندناش اكاونت رسمي للبعثه المصريه في الاوليمبياد! ده احنا في البطيخ,sadness
ننتظر دهبيه مخلوفي انشالله مع انو هاد اسوا تمثيل للجزائر في الاوليمبياد مع الاسف,sadness
اللعب في الاوليمبياد حلم اي لاعب و بالامكانيات اللي عندهم التاهل في حد ذاته انجاز معقول,joy
مؤخرا سرت اعاني من الافلام المرعبه 😂 😜,fear
اسوء رحيل من يرحل عنك ولا يرحل منك ❤,sadness
لا انت خايف تكسفك تاني علشان كدا بتنسحب وتهرب😂😂😂😂😂😂😂,fear
!!؟ الكلام ده صح ؟؟؟,surprise
اللهم عوضني عن كل شيء احببته فخسرته طابت له نفسي فذهب اللهُم اني اعوذ بك من يؤلمُني ومن هم يحزنني و من فكرٌ يقلقني يارب. 👐,sadness
سالت عليها كويس !؟,surprise
حجامه ؟؟ هي الاوليمبياد دي في تبوك؟ 😄,surprise
لا ده يادوب و الله 😂😂 خايفه بعد كل ده اتصدم و الاقيه قافل 😭😂,fear
2010:   ياشيخ انا روحي طلعت معاهم الله لايباركلهم ومن سمحلهم يذلونا كل شهر مضاربه مع واحد برمضان بغيت اشتكي للشرطه ب…,anger
مالي جايين يصلوا التراويح مش رايحين الاوليمبياد خالص,surprise
: فرحه اهالي ينبع بعد تحرير مدينتهم من ظلم داعش الوهابيه، بعد التحرير حلقت لحايا واحرق النقاب الداعشي و زغردت النساء,anger
:   هزق البلد كلها ..مرتضي محدش عارف يوقفه ..لا وزير داخليه ولا شباب ولا حتي بتوع التلفزيون,anger
معلقين نايل سبورت اللي بيعلقوا ع الاوليمبياد هم نموذج للفساد والواسطه و كل حاجه فاشله في مصر,anger
ا رابع فيلم اتفرج عليه اختي ناويه ترعبني وماتخلنيش انام بس انا لن اتاثر,fear
نسال الله ان ينتقم من اذناب ايران علي يد جنودنا المجاهدين في سبيله وينصر ابطالنا نصرا عزيزا مؤزرا   كلمه للمرابطين بالحد الجنوبي,anger
ده سيرينا اول ماتش تخسره مع اختها من 16 سنه في الاوليمبياد :D معاهم 3 دهب ورا بعض يخربيتهم,joy
روسيا تدعم من دمر واحرق سوريا والان تدخلها بسوريا علناً واخرتها يقول علشان 5 جنود بنحرق المنطقه,anger
ميرسي,joy
مانول جوزيه قال كل حاجه لباتشيكو في الدوري المصري الا انو لما الحكم يكون غبي و معر* المفروض يقلعله هدومه   باصي لعفيفي,anger
السعوديه الثالثه في السمنه مفروض الاولي ب السمنه علي كثر ما يسوون تكميم ????????,anger
لم تفهمنـــــي .. ولـــــن تفهمنـــــــــي ­،،، فانــــا احدثـــك بقلبــــي .. وانــــت تحدثنـــــي بعقــــــلك!!!,sadness
انا احبك كثر ما تعشقين  الغياب وغيابك المر في حالي مسبب اذي   نتايج الهجر دايم دمعتين وعتاب لذا بلاش المعاتب و وكذا !,sadness
احنا بقينا فضيحه في الاوليمبياد,sadness
SAUD2020 ما كنت ادري ان التقديم يفتح الحين، ع بالي السنه الجايه😐،سجلت بامتحان الايلتس، عندك فكره عنه؟ لاني خايفه حيل,fear
برت ، قلك وانا خايفه علي الطلاب ، وهما كل واحد فيهم بيفكر ايش الجريمه الي حيسويها بكره ، هما المفروض يخافو مننا😂😂👊🏽,fear
سليم الجبوري يطلع براءه برمشه عين بس اقرار العفو العام هو اخراج وكلاء الارهاب ولكم صدك دوله فيطي,anger
احنا هنبتديها كده يا حكم,surprise
احا احوه كس ام حسام واخوه,anger
الميدترم بكره؟!,surprise
ايه يا حفني قله الادب والسفاله دي ما تلم نفسك يا اخي ????????,anger
اضحك والضحكه تبقي ضحكيتين واتنين ف اتنين في اتنين,joy
بس الاوليمبياد السنادي مميزه برضو,joy
طائره مصر تودع الاوليمبياد يد مصر تودع الاوليمبياد . . . . وهي ديه مصر لا بتاخد دهب ولا بتاخد فضّه ؛ بتاخد بس من المشير بلحه؛ هو اللي بيديها,sadness
: ؛؛ ؛ بعد رحيل  ابي .. ادركت ان هناك بكاء دون دموع وصراخ يمزق الحنجره دون ان يُسمع. . .  والدي رحمه الله,sadness
خايف 😂,fear
حمله البصق علي BBC وحتي mbc والعربيه والحدث والجزيره كلهم ضد السعوديه انسو امرهم والله عار مايحدث من صهاينه العرب الجرب .,anger
الاوليمبياد دي خير جليس ف الغربه والله,joy
حمله طرد العيال من كوكب الارض من جد ،خل نرتاح شووي منكمم 😐,anger
نقطه ضعف الشباب كل شي عشان نفسهن رخوه كتييييير,sadness
مش عارف بتوع مصر بيعملوا ايه في الاوليمبياد يبقي كسبانين فرق 7 نلقي تعادل ثم خساره !!!!!  Rio2016,surprise
حين يبلغك الحزن وتدمع مقلتاك ، تامل مشاكل من هم اتعس منك علي هذه الارض .. ستدرك بعدها كم كنت سخيفاً 💭  حكمه  خاطره✍🏻,sadness
مساء الخير تقضي الاغنام عمرها خائفه من الذئب..في حين ان من ياكلها هو الراعي,fear
..  المجره8 جالسه اتفرج وعلي اعصابي خايفه فجاه يشيلو البث منعندهم مني قادره استمتع 💔😂.,fear
بس حركه جميله جدا من قنوات دبي وابوظبي يقطعوا البث والتعليق اثناء تقديم الوفد الصهيوني في حفل الاوليمبياد,joy
المفروض الاوليمبياد يتعاد كل 6 شهور .. ايه الحلاوه دي اقسم بالله,joy
حاكموا القاتل  فتوش العرص     ©,anger
aboud:  ابسط عباره ممكن تسّعدك  مُباراه  الهّلاال اليوم????.   عبدالله جحفلي????,joy
والله بقيت خايفه من موضوع نزول الناس دي,fear
ان تجد نفسك غير قادره علي محادثه شخص كانت ثقتها به تعانق السماء، فخذلها!!  Meem M   يشعر بـالوجع,sadness
: الخـــــــــوف ان تخطفك ( السمــــاء ) ، وذنب الامسِ لم يُغفــــــر...! . . .  صوره و خاطره  خاطره  الموت,fear
الاوليمبياد بضان من غير كرم جابر  Rio2016,sadness
ملخص الاوليمبياد ان المسلمين لم يعلموا اولادهم السباحه والرمايه وركوب الخيل للاسف 😓  Rio2016  Olympics,sadness
292: انا مش خايف من الموت انا بس خايف يجي ف الوقت الغلط✋🔐,fear
: خوف الانثي من الحشرات ليس خوفاً مصطنعاً ، بل هو خوف حقيقي مزروع في جيناتها,fear
ياشيخ انا احبك ولكن سمار وجهك مخيف بعض الشي!!,fear
امبارح شفت مصارعه رومانيه وافتكرت اللي كرم جابر عمله الاوليمبياد اللي فاتت وكنت هعيط والله,sadness
حفله افتتاح الاوليمبياد تحفه منتهي الرقي والابداع يارب نتعلم منهم 👏👏👏,joy
ابحث عن تاريخ عطوان وحاظره قذر ضد الشعوب دائما كاذب ويكفيه عار وقوفه معا ايران رغم اجرامها في العراق وسوريا قومجي نجسس,anger
مبسوط,joy
وانا خايفه مع مرُور السنين تجِي ولا اذكرك.,fear
اشبيليه سمباولي مخيف الله يستر ..,fear
تعرفي الي هذه العائله من 6 افراد، والتي تنام مجتمعه في سرير ضخم!  عائله  خبر,surprise
ده المفروض انها معبره ولا انت بتفكر عشان مش فاهم?!!,surprise
الهنود قالبين صلاله مومباي  مو معقوله اللي لابسه فستان قصير   والباقي ساريهات  و اذا نزلت الشارع تسمعهم :اري توم ، كيا كاريه  يحسبون محد فهم,anger
خوف من الحياه وماقد ياتي اكثر مما مر يزداد فيني للحد الذي لااريد البدء بيومي..!,fear
لاتدع يلتهم روحك .. وكن واثقا بان الله لم يخلقك لتتعذب في الحياه بل خلقك لتعبده بجميع حواسك فتستشعر سعاده الدنيا والاخره,sadness
ﻭَﺣﺶ ﺍﻟﻌﻠﻮﻗﻴﺔ ﺍﻟﺸﺮﻳﺮ، ﻟﻴﺲ ﺍﻵﻥ ﻣﻦ ﻓﻀﻠﻚ . ﻋﻨﺪﻱ ﺍﻣﺘﺤﺎﻥ ﺑﻜﺮﻩ . ﺭﺍﻋﻴﻨﻲ ﻭﻗﺪّﺭﻧﻲ ﻳﺎﺳﻄﻰ ﻋﺸﺎﻥ ﻋﻼﻗﺘﻨﺎ ﺗﺴﺘﻤﺮ .,joy
مبرووك لمصر ساره سمير الاسمعلاويه اول لاعبه مصريه تفوز بميداليه في الاوليمبياد بريودي جانيرو بالبرازيل في رفع الاثقال 2016م.,joy
مستحيل اول طياره لجده,surprise
: وبكل خوف قلت :  بطل توجعني ، انا مابي الدنيا تدور وتوجعّك .,fear
من ساعه مابدات  الاوليمبياد وانا قاعده بتحسر علي الاداء المصري ..مافرحش قلبي غير  محمد ايهاب و ساره سمير فعلا ابطال..عااشو,surprise
في ناس بتعوم 10 كيلو في الاوليمبياد لمده ساعتين؟!! ايه الزهق ده! get a life يا جماعه 🌚,surprise
العراق هتلاعب الدنمارك كمان شويه في الاوليمبياد ... منه لله حسام البدري 😕,sadness
فضيحه مصريه ف الاوليمبياد خروج .. خروج .. خروج,surprise
: للامانه خايفه من اللي في بالي يدور ودي يصير وودي م يصير (:,fear
انت من خوف الفقر في فقر، ومن خوف المرض في مرض، وتوقع المصيبه مصيبهٌ اكبر منها  درر النابلسي,fear
qahtaniee:  كلنا ضد مريم بيفور53 صلوا صلوا  وقبل ترجعون التاق  ادعوا عليها في سجودكم تجهض يمكن واحد من الاف المشاركين تستجاب دعوته????????,anger
lolo اهلين لولو,joy
البنات اللي ف الاوليمبياد بتاعت منافسات السباحه تحسهم جنود ف الجيش والله عندهم عضلات احسن مني انا اتقهرت لما شوفتهم حقيقي 😔,sadness
هي كبرت و بقت ثوره امتي ؟,surprise
Team في انت حر مع مدحت العدل حنكون في انتظارك ياملكه اطربينا بااجمل ايعاني بصوتك العذب والاحساس الرائع والطرب الاصيل,joy
لا ده عشان عيونك حلوه فشافت الصور جميله,joy
يا بعثه علوق  مصر في الاوليمبياد,anger
7    يا ديني ع الضييييييييييحك  هههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههه,joy
وعندنا كان سايق انه مبيعرفش يكلم عربي ، كوفي ده اكبر نصاب افريقي جه مصر علي مدار تاريخها,anger
dy89: صعبه لما تفتكر انك مهم عند حد وف الاخر تكتشف انك كنت غلطان,sadness
اموات يا صديقتي، اموات نحيا وسطهم في حياء نكاد لا نظهر نخاف ان نصبح مثلهم فنهرب من الواقع بتناول جرعتنا المعتاده و نستمع الي الموسيقي ليلاً,sadness
هو عامل فولو لسيئات عرابي؟ ؟؟,surprise
قطر داخله الاوليمبياد ب 30 لاعب !! فرصه يا جماعه اللي عايز يستولي علي الحكم .. البلد كلها في البرازيل 😂,joy
ytz0 مش معقووووووووول حسبي الله عليك كرهتها,surprise
فرص الجزائر !!!,surprise
الخوف من القادم مش حلو البلد بتتسرق من البورصه والصرافه والسوريين والعراقيين وكل حد في مصر وووو ربنا يستر وبجد,anger
اه علي الجامعه و امتحانات الجامعه,anger
ال block ده اختراع فوق الرائع و الله :D,joy
قصه الخليج مع المتصهينيين كقصه تركيا مع الموازي حزب غولن تفاجا الاتراك بعمقها وشبكتها وتوسعها وامتدادهامع دول فكادت تشرذم دولتهم,anger
تركي العواد يسيء للسعوديات طاح ومحد سما عليه جعله من هالحال واردي,anger
هو يا الناس بتعيش حاله عامه من التاخر الذهني يا الناس فاكره فعلاً ان واحد مصري اخد ميداليه عن رفع الاثقال من شويه ف الاوليمبياد,sadness
poyrazkarayel راح تظل دايما خايفه ومرعوبه ان شي سيء بيصير ان بيتركها او انه يمكن يموت وترجع تعيش نفس الشي من جديدوهذا اللي بيجننها بالنهايه,fear
في دول عجيبه جدااا في طابور الاوليمبياد .. !!!  Rio2016,surprise
اللهم نوم طويل ونفسيه حلوه وراس مايصدّع.,joy
???? جاء متاخر???????? ????  اعلامكم لا يليق بمصر???? ???? بس كويس???? ???? ربنا يصلح الحال???? ???? اللهم احفظ مصر واهلها من كل سوء وسائر بلاد المسلمين يارب العالمين,sadness
:     ياعم محب عايزين كلنا نفضح الناس اللي قالت كده ياريت اللي يعرفهم يكتب الاسماء عشان نفضحهم وال…,anger
الفكره فاللي بيفول بنزين مش توفير لا ان الناس خايفه فبتخزن والدليل انهم بيفولو بالسعر الجديد بعد 12 برده بس دي اعراض الكوارث دايما عالناس,fear
الواحد اضطر يتابع النيل للرياضه عشان الاوليمبياد.. تجربه مريره فشخ,sadness
: ان شاء الله تفوز بالميداليه الذهبيه وتشرفنا و تشرف الرياضه الجزائريه  توفيق مخلوفي,joy
لا تعاتبهم ضُم اوجاعك,sadness
مشكلتي مع الاوليمبياد ان الحاجات المهمه اللي عايزه اتفرج عليها كلها بعد 2 الفجر عشان فرق التوقيت,sadness
: جنرال ايراني     طائفي    .. يقود ميليشيات عراقيه     طائفيه    .. من اجل اقتحام الموصل لتدميرها وقتل وتشريد الابرياء  .. فلماذا تت…,anger
rsd: المعمم جاسم الطويرجاوي يقول : لوحه يابسه ضُربت بمسمار فنبع منها الدم حزنا علي الحسين !!!   الشيعه  العراق  ايران,surprise
اناااا في البث المباااااشر مش معقوووووول 💔💔💔💔  jimmyZ,surprise
!!! من وين بتجيبون؟,surprise
للاسف لم يُرفع علم الكويت ورُفع بدلاً عنه علم الاوليمبياد..,sadness
نري مايفعلون الشيعه في العراق وسوريا في اهل السنه ولا يبالون ويجب ان نفعل كما يفعلون فيجب ان نضرب بيدا من حديد في اليمن والعراق وسوريا,anger
قالك  قطر خاشه الاوليمبياد ب25 لاعب .. اللي يبي يسرق قطر يستغل الفرصه الشعب كله في البرازيل 😂😂,joy
الاهمال شعار المرحله المهم ان هشام جنينه اتحبس,anger
الكلام ده..بيستعملو ابر الخياطه في الاستقبال..ماشي ..انما توصل للسرنجات,surprise
الحمد لله امبارح اول ميداليتين لمصر في الاوليمبياد ، برونزيتين في رفع الاثقال .. عقبال الذهبيه يا رب 󾌵,joy
Azi1iz: النقيدان يصف المجتمع السعودي بالحمير..وهذا العواد يتهم نسائنا بانجاب مدمني المخدرات ماذا بعد ياوزير الاعلام؟؟  تركي العو…,anger
حوار نقص الادويه ده مرعب مرعب مرعب,fear
برحيل د/ احمد زويل و من ساعه الخبر و انا حاسس باحساس بعيداً عن الحزن غريب و منفر و ما كنتش مفسره لحد ما اكتشفت...,sadness
: باْذن الله سنحاسب نوري المالكي  وقاده جيشه الخونه الذين نزعوا رتبهم وهربوا وتركوا مدننا ثم استباحوها الايام دول   لن ننسي سنجار,anger
هذا مرعب ياخي,fear
هو طريقه  قلبك بالكلام عندما تعجز  شفتاك عن تفسير الالم الذي تشعر به.,sadness
اشطه لول يا وينا احنا نتايجنا حلوه في الاوليمبياد و البلد زي الفل و ماشيه في نجاحات و انا بحب احارب النجاح اللي هما فيه 😂😂☺️,joy
Bn mussa لكن دور بدون كلام هذا اصعب نوع من انواع التمثيل,joy
دنياك لو تسوي من الحــزن ذره             ما كان تاليها توابيت وقبور العمر يمضي بين حلوه ومـــــــــره       والموت حق وقابض الروح مامور,sadness
في الاوليمبياد معندهمش كدا...الالعاب بتتلعب 24 ساعه..فيه ناس بتلعب كل 3 ساعات!! منهم هوه ربنا يعنهم!!,surprise
يااارب انا امنيهي حياتي ابقي  مشهوور والناس تتصور معايا  يااارب فرحه من عندك,joy
عادي مو مع ايران الكل خرسان !!!! سود الله وجه العرب,anger
دول ما طردوش سفير اسرائيل يبقي يطردوا سفير السعوديه ؟؟,surprise
ei89: اعاني من خوف مستمر لدرجه ابغا يصير اللي اخاف منه عشان ابطّل اخاف..بس اني خايفه.,fear
للامانه كنت خايف من المباراه لان اشبيليه مع سامباولي غير تطور كثيراً خصوصاً في الضغط العالي ع الخصم وشاهدناهم في الشوط الاول كانوا مسيطيرين,fear
:  علي فكره تريد  الموت 😨 ارمي  نفسك ب  البحر ستري انك  تصارع لكي  تعيش 🤕 انت  لا تريد ان تموت ✋بل تريد  قتل ماتركه  الناس في…,sadness
الناس اللي بتلعب باسم مصر في الاوليمبياد عانوا كتير ، مفيش اي اهتمام من البلد ، كله بمجهوداتهم ، متعاطف معاهم علشانهم مش علشان البلد.,sadness
: تخافين من فرقاي واخاف من فرقاك وانا خايف ان الخـــوف هــذا يفرقنا,fear
يعني ابقي في اسكندريه ومش قادر اروح الاستاد اتفرج علي الماتش   الكوره للجمهور منكم لله   يشعر بـالحزن,sadness
مصريون ضد الاستبداد  اليس موالاه الصهاينه والحكم بما انزلت امريكا استبداد وذل وكفراصريح كما نزل في القران,anger
الواد حماده طلعت اللي رفع علم السعوديه في الاوليمبياد طلع ظابط جيش.. كلب زي سيده,anger
: عبدالله مبارك المطوع شخصيه فذه تستحق التقدير ...نبل اخلاق وسمو ماثر,joy
: بالفيديو مريـم حسين تتطاول علي زوجها السعودي بلفظ خارج ورده فعل غريبه من زوجها  فيديو :   .  نطالب ببيع…,anger
gendy وحضرتك بالف صحه وخير      وكل ايامك فرحه,joy
انا عايز حد يكون عايز  يفضل و يايا بدون اسباب  دورت فـ كشف اللي اعرفهم  فـ لقيتني اخدت الكل غياب !,sadness
:  اليوم العالمي للشباب الامم المتحده تمنح جائزه     افضل ممثل لبلادها     للشابه السعوديه  رزان العقيل شرفت وطنك يا رزان.,joy
انا مرره خايفه ماانام الليل وبطني يعووني من الخوف 😞,fear
صار الي كنت خايفه انه يصير الدراسه يوم السبت🙂يمدحونها🙂,fear
: الشعب ايام  مرسي كان عامل فيها اسد  دلوقتي مع  السيسي عامل فيها  ميرات الاسد,anger
:  مهزله نواب العراق انا لا اعرف لماذا اصر اغلب النواب علي استمرار اتهامات العبيدي وسماع الفضائح بينما الجلسه مخصصه للاستجو…,anger
العشّق زين بس الهموم سباقه,sadness
والله ماما زوبا دي عسسل عددديل كدا ????❤️,joy
هما بيجيبوا معلّقين الاوليمبياد منين 🤔,surprise
انا اكره اشوف احد زعلان علي او متضايق مني لكن لما يكون شخص     زق     حلال فيه,anger
كل اسبوع كويز يا دكتور مش غسيل كلي هوا!,surprise
التايم فاضي والمنشن فاضي ايه دا !!!,surprise
مصر ترتيبها ال 51 في الاوليمبياد واحتمال ينزل كمان شويه عشان مفيش مصريين كتير باقيين 😒😒,sadness
E Tarek انا خايفه عليك موله,fear
:D هوجه في الاوليمبياد بعد الواد والبت الصينيين,joy
الصراحه احساس مخزي ونحن نكتفي بالتمثيل المشرف فقط في الاوليمبياد  عاوزين صحوه رياضيه,sadness
: الانكشاري اردوغان يعري الجنود الاتراك كما فعلت اسرائيل بالسجناء الفلسطينيين في اريحا وكما فعل النازيون الامريكان في سجن…,anger
راتب شهر للمرابطين في الحد   يستاهلون رجال الحد والله مهيب خساره لو عشره رواتب.  الله يقويهم وينصرهم.,joy
شويه قحابي ف الاوليمبياد والله,anger
اعتقال مغربي قتل اسبانيا بشكل مروع | ماذا جري,fear
هو في عاقل في مصر متفائل ؟!!!,surprise
اتمني ان ابكي و ارتجف   التصق بواحد من الكبار   لكن الحقيقه القاسيه هي انك الكبار! انت من يجب ان يمنح القوه و الامن للاخرين.؛,sadness
عصام حجي عالم في مجال تخصصه لكنه اما انه اجهل من دابه في  المجالات الاخري او مدفوع للقيام بدور كورقه لعب جديده بدل اوراق محروقه,anger
2014 سنه للنسياااان !,sadness
الواحد بقي خايف اللقمه اللي بياكلها دلوقتي ، يصحي الصبح مايلاقيهاش والله .. ربنا يستر,fear
انا الحاجه الوحيده اللي هتخليني افكر مليون مره قبل ما اسوق هو الطريق الزراعي ???? طريق يجيب صرع قسم بالله ✋????????,fear
ما احب اركب جاهل معاي السياره عادي اتوتر طول ما انا اسوق خايفه عليه🙂,fear
ال O.B ماشيه بضهرها و حطت عليا,sadness
online  لماذا لا تنصبين نفسك مفتيه عام المملكه وتريحن المفتي من المسؤوليه عكاظ وكتابها يريدون افساد المجتمع عندما تتحدث الرويبظه,anger
جنح المنيا تجدد حبس 19 متهما في احداث كوم اللوفي الطائفيه,anger
قطر بنت الوسخه ماجرين عيال تلعبلهم في الاوليمبياد 😂😂😂😂😂,anger
كان اكثر شي خايفه منه .,fear
واكثر شي خايفه منه اليوم الاخير 😢😢الي بنتفارق فيه,fear
في واحد من الاوليمبياد اتسحبت منه الفضيه عشان ثبوت تعاطي المنشطات .. وابننا محمد ايهاب المصري هيصحي الصبح يلاقي خبر حصوله عالمميداليه ! : D,joy
همسه مع الله تضيقُ فجوات الوجع ويخفت صوتَ الالم مع الله تتضح الصور وينجلي  الظُّلم مع الله تسكنُ الروح وينقشع . .  كن مع الله,sadness
ممكن خايفه من العين 🤔,fear
و مش كل الطرق اخرتها في سبيل لرجوع مش كل اللي بات موجوع بينسي الجرح بالساهل و مش كل الدموع تماسيح ولا كل البشر تستاهل,sadness
الفرحه لما تفتكر حاجه تخليك فجاه تضحك لوحدك,joy
الحمدلله الذي زادنا فرحا بفوزالبطل عبدالله الرشيدي ببرونزيه الاوليمبياد، و سيرتفع علمنا ثانيه بعزم البطلين الديحاني و الرشيدي قريباانشاءالله,joy
خايفه ارجع احب ، وانا الي دائمًا كان شعاري فالحياه   لا يلدغ المؤمن من جحر مرتين .,fear
الاوليمبياد دي متميزه اخر حاجه سباحه 10M قفز سيدات 👈 احجام غريبه الشكل و كان لازم و لابد الدهب تروح للصين وسطهم,surprise
:   تويت موجهه ومتنشنه علي ودان صاحبي اللي قاعد بره وبيلعن ويشتم في البلد واحوالها .. مش حتلاقي بلد احسن من مصر ي…,anger
شكرا ساره سمير 󾍒󾮞󾮞 اول ميداليه لمصر في الاوليمبياد برونزيه رفع الاثقال سيدات 󾮟󾮟,joy
iCello: امتلك قائمه مخاوف طويله.. يتراّسها اسمك.,fear
لي متي ي قلب خايف ؟!,fear
حد يلفح الغبي في فريق الاوليمبياد المصري اللي رافع علم مصر والسعوديه علي قفاه  الفريق الاوليمبي المصروسعودي  فريق طال عمره بتاع الرز,anger
s3ada:   alz سنه حلوه ياجميل ????سنه حلوه ياجميل ????عيد ميلاد سعيد وعقبال مئه سنه ????وبغيت حقي من كاتو????كنبغيوك بزاف???? عندك جمه…,joy
الشيعه سبو الصحابه وقذفو بنات اشرف الخلق وتفتخري فيهم حتي لو استهبال بعض الكلام يودي للدرك الاسفل من النار انتبهي ❤️,anger
شكله بيدور علي عقد احتراف في السعوديه بعد الاوليمبياد   الاهبل,anger
الله يسامحا,sadness
تطور مخيف للاسيويين انتبهوا يااهل الخليج بكره يكون لهم عضوالمجالس ويدخلون الانتخابات ولا نقدر نتكلم عددهم كبير  مواطنه تمنع اسيوي من التعبد,fear
: اقسم بالله☝ لم اري في حياتي اقذر من الناس دي???? المعني الحرفي للسفاله والانحطاط  جبهه شعب مصر   وداعا زويل مصر,anger
و القلب هايفضل محتار لامتي ..,sadness
احا هو حسن شحاته مخدش علاء ميهوب للمنتخب ؟! التهريج ده بجد والله,surprise
المشاعر الصادقه اسمي من ان تمنحها لشخص لا يقدرها، ومن المؤلم ان تتجاهل صوت عقلك وتجري خلف رغبات قلبك لتضمن وصولك لمن لا يستحقك  حقيقه,sadness
موجز  الصحف العربيه,joy
: الجنايات تنظر بعد قليل قضيه امن دوله  متهم بها الشيخ حسين المعتوق  باذاعه اخبار كاذبه ومخالفه قانون الوحده الوطنيه,anger
: انا قلت لك اني خايف منهم باني اخسرك ، وانتي كذبتي خوفي وخسرتك بسببهم ..,fear
هو الزمالك خسر كام ؟!!!,surprise
: الخيانه لا تغتفر وليس لها مبررات فهي في النهايه تسمي خيانه تتعدد الاسباب والنهايه واحده وفدان ثقه في كل شئ ✏عماد…,sadness
لما الاهلي يتغلب امبارح وناس تشمت والزمالك يتغلب النهرده وناس تشمت  يبقي (لسه )مصر مفيهاش ( روح رياضيه),sadness
78 2007 مليش مزاج,sadness
ازااااااااااي ؟؟؟؟؟ بس انتي مش سمره خالص يا ستي ؟؟ّ!!!!,surprise
بعد كل الايام دي .....😢  اعترف انو غيابك مؤلم حد  البكا 😭 بس قربك للاسف مؤلم حد   الموت !!😌,sadness
سبحان الله وبحمده .,joy
انا في اقصي مراحل اني خايفه و مش عارفه اعمل ايه.....,fear
لا يخلو نادي من عاهه.. وغالباً يكون حبه بركه منير برشلونه.. اربيلوا مدريد.. هيرنانيز دي تشيلي الخ الخ اليوفي..,anger
لك يسلم فمك وتسلم البطن التي حملتك وياريت تكثر من الخوازيق لذيل الكلب بشار وجماعته,anger
:   maind     ينتقد فتنه البنت داخل البيت ولما يتعرف علي بنت يطالبها انها تتكشخ وتتدلع ارخ الحبل للي عندك وه…,anger
sniper1: موقف بطولي للملازم صالح النعمان العنزي انطلق الي موقع الناقله كان بعيد فاتا بها وانقذ المصابين وهو مصاب بالشظايا ????????,joy
احا يا جدعان كميه الداخليه دي . الرتب في الشارع اكتر من العساكر !!!!,surprise
انا وش ذنبي ك سعودي يجي فلسطيني ملعون جدف ماخذ جنسيه امريكيه ويسب السعوديه عشان فلسطين العن امك يبن الكلب قم حرك مكوتك ودافع عن بلدك,anger
شو مهضوم !!!! رهيب,surprise
جيه قلبك ده فثانيه علقني بيك❤,joy
دا في شهداء ماتوا  !!,surprise
مصر الان ينماتكونوا يدرككم الموت في عصر الانقلاب,sadness
عز الدين بيحب وونيس قفشه????????????????????????????????????????????????????,surprise
ghanam لا لا خايفه منها اكيد,fear
خليك قاعد لا تنسي اللي ما راح تنسيك انه ما في اشي تسوي.,sadness
: مُعظم المنحرفين وضحايا الاغتصاب يتحولون الي تجار دين.  الاخوان المسلمين في اليمن,anger
مروان محسن من ايام بتروجيت و الاوليمبياد و انا نفسي اشوفه بتيشرت الاهلي 💞,joy
تحبون علي الذي هو اعلم الناس بعد النبي ولا نري اتباع لعلي في ورعه وتقواه وعبادته,anger
من جمال حظي اني عرفتك ....ربي يسعد مساك,joy
